datetime,open,high,low,close,volume,interest
2022-04-23 18:00:00,0.89845,0.90272,0.89821,0.89929,681346.328,0
2022-04-23 20:00:00,0.89971,0.90182,0.89468,0.89923,1202845.0607,0
2022-04-23 22:00:00,0.89936,0.90299,0.89833,0.90167,751131.5194,0
2022-04-24 00:00:00,0.90184,0.90591,0.8998,0.90238,1115007.2855,0
2022-04-24 02:00:00,0.90232,0.90286,0.89646,0.89857,624521.7176,0
2022-04-24 04:00:00,0.89889,0.90104,0.89712,0.89991,567878.6814,0
2022-04-24 06:00:00,0.89991,0.90109,0.88556,0.88675,1182775.2366,0
2022-04-24 08:00:00,0.88663,0.89194,0.88603,0.88743,986848.9086,0
2022-04-24 10:00:00,0.88745,0.89494,0.88394,0.8937,905067.2637,0
2022-04-24 12:00:00,0.89359,0.89799,0.8935,0.89569,654140.0347,0
2022-04-24 14:00:00,0.89547,0.89852,0.89364,0.89484,553220.8852,0
2022-04-24 16:00:00,0.89508,0.89525,0.88966,0.89125,681345.3105,0
2022-04-24 18:00:00,0.89129,0.8932,0.88535,0.88748,985948.3071,0
2022-04-24 20:00:00,0.8874,0.88933,0.88241,0.88859,1582031.1551,0
2022-04-24 22:00:00,0.88891,0.89601,0.88283,0.89224,1319677.1503,0
2022-04-25 00:00:00,0.89253,0.89477,0.8773,0.8808,2973700.9499,0
2022-04-25 02:00:00,0.88028,0.89353,0.88028,0.8907,1411178.9425,0
2022-04-25 04:00:00,0.89107,0.89174,0.88339,0.88758,806211.5289,0
2022-04-25 06:00:00,0.8876,0.89317,0.88411,0.88555,1313810.3813,0
2022-04-25 08:00:00,0.88528,0.88615,0.85294,0.86207,4736045.141,0
2022-04-25 10:00:00,0.86233,0.8739,0.85946,0.87229,1786861.3553,0
2022-04-25 12:00:00,0.87232,0.87255,0.86153,0.86174,1504464.6759,0
2022-04-25 14:00:00,0.86172,0.86261,0.83001,0.83328,6427575.1441,0
2022-04-25 16:00:00,0.8337,0.84233,0.8262,0.8419,4833483.6937,0
2022-04-25 18:00:00,0.842,0.85732,0.83868,0.85667,3932731.5873,0
2022-04-25 20:00:00,0.85676,0.86527,0.84848,0.85267,4894342.2327,0
2022-04-25 22:00:00,0.8525,0.86662,0.85007,0.85801,3780249.1721,0
2022-04-26 00:00:00,0.8582,0.87779,0.85654,0.87046,2870593.3174,0
2022-04-26 02:00:00,0.87035,0.88782,0.86751,0.88756,3537470.5304,0
2022-04-26 04:00:00,0.88739,0.89892,0.88543,0.89738,2459275.5082,0
2022-04-26 06:00:00,0.89717,0.90337,0.89368,0.89741,3714984.4946,0
2022-04-26 08:00:00,0.89751,0.90335,0.88505,0.88596,3345037.7397,0
2022-04-26 10:00:00,0.88595,0.89025,0.88301,0.88821,1778883.4597,0
2022-04-26 12:00:00,0.88836,0.89576,0.88829,0.89395,1147025.3019,0
2022-04-26 14:00:00,0.8939,0.89447,0.88338,0.89008,1969223.9225,0
2022-04-26 16:00:00,0.89,0.89844,0.88625,0.88908,2182974.4838,0
2022-04-26 18:00:00,0.88897,0.88933,0.88109,0.8854,1619034.3236,0
2022-04-26 20:00:00,0.88547,0.88916,0.86282,0.86382,2941714.3941,0
2022-04-26 22:00:00,0.86352,0.86438,0.84217,0.84288,4757082.3625,0
2022-04-27 00:00:00,0.84293,0.84732,0.83025,0.84016,5036124.644,0
2022-04-27 02:00:00,0.84016,0.84016,0.81603,0.8303,4351103.6229,0
2022-04-27 04:00:00,0.8303,0.84141,0.81844,0.83896,3498390.075,0
2022-04-27 06:00:00,0.83898,0.84298,0.81651,0.82571,4441865.9776,0
2022-04-27 08:00:00,0.8257,0.83526,0.81856,0.83344,4169131.4,0
2022-04-27 10:00:00,0.83355,0.83794,0.82868,0.82935,2384336.0009,0
2022-04-27 12:00:00,0.82923,0.84051,0.82862,0.83603,2063537.4995,0
2022-04-27 14:00:00,0.83614,0.85243,0.83341,0.85243,3328156.312,0
2022-04-27 16:00:00,0.85245,0.85426,0.836,0.84809,3338734.0996,0
2022-04-27 18:00:00,0.84816,0.84927,0.8304,0.83863,2936126.0319,0
2022-04-27 20:00:00,0.8385,0.85617,0.83146,0.84815,3682653.185,0
2022-04-27 22:00:00,0.84834,0.84977,0.82893,0.8397,5331215.5142,0
2022-04-28 00:00:00,0.83989,0.84402,0.83347,0.83798,2739800.2513,0
2022-04-28 02:00:00,0.8379,0.83913,0.82453,0.83016,2343019.1474,0
2022-04-28 04:00:00,0.82991,0.85226,0.82911,0.84015,2404283.7866,0
2022-04-28 06:00:00,0.84038,0.84654,0.83686,0.84024,2392673.9998,0
2022-04-28 08:00:00,0.84041,0.84728,0.83646,0.83783,2714280.3847,0
2022-04-28 10:00:00,0.83751,0.84589,0.83632,0.83905,1770998.4343,0
2022-04-28 12:00:00,0.83906,0.84395,0.83349,0.83491,1979394.9859,0
2022-04-28 14:00:00,0.83462,0.84419,0.83287,0.83964,2296136.6342,0
2022-04-28 16:00:00,0.83956,0.8514,0.83852,0.85058,2262798.9575,0
2022-04-28 18:00:00,0.85068,0.852,0.84605,0.84712,1509065.954,0
2022-04-28 20:00:00,0.84699,0.8495,0.82924,0.83103,3444669.8555,0
2022-04-28 22:00:00,0.83096,0.85005,0.82564,0.83279,4022748.3665,0
2022-04-29 00:00:00,0.83264,0.84668,0.82869,0.84631,2875641.109,0
2022-04-29 02:00:00,0.84658,0.84994,0.83851,0.84104,1978715.468,0
2022-04-29 04:00:00,0.84099,0.85261,0.83692,0.8501,2334242.2273,0
2022-04-29 06:00:00,0.85015,0.85105,0.84056,0.8432,2180400.6506,0
2022-04-29 08:00:00,0.8432,0.84965,0.84033,0.84275,1764169.7584,0
2022-04-29 10:00:00,0.84243,0.84328,0.83208,0.83515,2039040.356,0
2022-04-29 12:00:00,0.83529,0.83977,0.8305,0.83308,1852598.1914,0
2022-04-29 14:00:00,0.83305,0.83846,0.83114,0.83615,1647337.6804,0
2022-04-29 16:00:00,0.83617,0.83975,0.82122,0.82162,2669274.1208,0
2022-04-29 18:00:00,0.82162,0.8259,0.80503,0.81222,4454619.3008,0
2022-04-29 20:00:00,0.8121,0.8238,0.81033,0.82172,3403329.5645,0
2022-04-29 22:00:00,0.82171,0.82334,0.81093,0.81818,3087188.8351,0
2022-04-30 00:00:00,0.81816,0.81842,0.80528,0.80803,2755539.6049,0
2022-04-30 02:00:00,0.80855,0.81132,0.78855,0.79603,4360879.4301,0
2022-04-30 04:00:00,0.79622,0.80742,0.7952,0.80431,2007071.6217,0
2022-04-30 06:00:00,0.80432,0.80962,0.79899,0.80476,1948518.8251,0
2022-04-30 08:00:00,0.80489,0.81406,0.80298,0.80905,2068929.2995,0
2022-04-30 10:00:00,0.80919,0.81346,0.80486,0.80785,1583785.1618,0
2022-04-30 12:00:00,0.80788,0.81785,0.80613,0.81498,1451479.1462,0
2022-04-30 14:00:00,0.81521,0.81787,0.81156,0.81418,1526361.3481,0
2022-04-30 16:00:00,0.8142,0.81726,0.80863,0.80992,1730636.2182,0
2022-04-30 18:00:00,0.80994,0.81043,0.80419,0.8054,1128600.7651,0
2022-04-30 20:00:00,0.80507,0.81046,0.8018,0.8025,1538644.8211,0
2022-04-30 22:00:00,0.80244,0.80544,0.78434,0.79377,2908163.0518,0
2022-05-01 00:00:00,0.79387,0.79725,0.77834,0.78087,2578866.2404,0
2022-05-01 02:00:00,0.7805,0.79021,0.77927,0.78842,2246154.7801,0
2022-05-01 04:00:00,0.78836,0.78836,0.77861,0.78024,1371021.0647,0
2022-05-01 06:00:00,0.78011,0.78011,0.73468,0.75574,11475028.6102,0
2022-05-01 08:00:00,0.75567,0.76864,0.74479,0.7675,6678265.7623,0
2022-05-01 10:00:00,0.76751,0.77569,0.75881,0.76416,3879993.5141,0
2022-05-01 12:00:00,0.76445,0.77848,0.76125,0.77363,3345621.4053,0
2022-05-01 14:00:00,0.77368,0.77655,0.76604,0.76768,2574928.7299,0
2022-05-01 16:00:00,0.76766,0.77684,0.76738,0.7716,2038905.0459,0
2022-05-01 18:00:00,0.77157,0.77577,0.7696,0.77023,2070537.7064,0
2022-05-01 20:00:00,0.7701,0.7766,0.76641,0.77171,1755295.8352,0
2022-05-01 22:00:00,0.77174,0.7927,0.76838,0.7908,3042358.703,0
2022-05-02 00:00:00,0.79063,0.80014,0.78696,0.7927,3100361.2294,0
2022-05-02 02:00:00,0.79262,0.79336,0.76837,0.77056,3046849.9003,0
2022-05-02 04:00:00,0.77078,0.78729,0.76823,0.7788,2053784.7228,0
2022-05-02 06:00:00,0.77881,0.79331,0.77708,0.78917,4258999.4618,0
2022-05-02 08:00:00,0.78938,0.79666,0.78057,0.78067,3658658.3802,0
2022-05-02 10:00:00,0.7806,0.78798,0.77967,0.78382,2065273.9468,0
2022-05-02 12:00:00,0.78417,0.7935,0.78151,0.7931,2322271.6001,0
2022-05-02 14:00:00,0.79316,0.79612,0.78617,0.78754,1696680.4466,0
2022-05-02 16:00:00,0.78787,0.79215,0.77893,0.77914,2200297.349,0
2022-05-02 18:00:00,0.77929,0.78257,0.76957,0.77171,2515537.5929,0
2022-05-02 20:00:00,0.77153,0.78612,0.76801,0.78103,5047984.9087,0
2022-05-02 22:00:00,0.78067,0.78507,0.77267,0.77587,4509295.2155,0
2022-05-03 00:00:00,0.77585,0.77981,0.76611,0.77091,2973139.0065,0
2022-05-03 02:00:00,0.77055,0.77942,0.76359,0.77736,3373702.5186,0
2022-05-03 04:00:00,0.77756,0.78535,0.77353,0.78431,1337907.0397,0
2022-05-03 06:00:00,0.78427,0.79141,0.77917,0.78085,2033051.8962,0
2022-05-03 08:00:00,0.78057,0.78496,0.77549,0.78488,1579763.6818,0
2022-05-03 10:00:00,0.78508,0.79228,0.7778,0.78887,2495357.7039,0
2022-05-03 12:00:00,0.7887,0.7945,0.78667,0.78987,1541755.3412,0
2022-05-03 14:00:00,0.79003,0.79132,0.78314,0.78599,1406721.5751,0
2022-05-03 16:00:00,0.78595,0.79156,0.78567,0.78619,1368299.9816,0
2022-05-03 18:00:00,0.78624,0.79947,0.78207,0.79707,1771132.5495,0
2022-05-03 20:00:00,0.79712,0.7981,0.78574,0.79066,2460800.8666,0
2022-05-03 22:00:00,0.79088,0.79576,0.78738,0.79038,2500931.3098,0
2022-05-04 00:00:00,0.79041,0.79239,0.7786,0.77907,2182871.2501,0
2022-05-04 02:00:00,0.77877,0.77877,0.76061,0.76345,3847254.8578,0
2022-05-04 04:00:00,0.76361,0.77134,0.76059,0.76831,1579093.6704,0
2022-05-04 06:00:00,0.76823,0.77631,0.7653,0.77103,1638877.3309,0
2022-05-04 08:00:00,0.77127,0.7794,0.7678,0.7768,2161870.0238,0
2022-05-04 10:00:00,0.77687,0.78288,0.77625,0.78071,1247659.7811,0
2022-05-04 12:00:00,0.78081,0.78496,0.7761,0.77724,1459951.0675,0
2022-05-04 14:00:00,0.77716,0.79354,0.77698,0.79271,2531852.825,0
2022-05-04 16:00:00,0.79276,0.8079,0.79164,0.8012,3863777.511,0
2022-05-04 18:00:00,0.80121,0.83351,0.80064,0.82225,5410940.7873,0
2022-05-04 20:00:00,0.82244,0.83074,0.81497,0.81861,5341921.008,0
2022-05-04 22:00:00,0.81876,0.83635,0.81798,0.82879,5235583.6213,0
2022-05-05 00:00:00,0.82881,0.84099,0.82517,0.83184,4864333.318,0
2022-05-05 02:00:00,0.83217,0.8748,0.82379,0.86695,14121505.8136,0
2022-05-05 04:00:00,0.86704,0.89539,0.86627,0.88398,4219759.523,0
2022-05-05 06:00:00,0.884,0.89911,0.88357,0.89861,4263516.9955,0
2022-05-05 08:00:00,0.8987,0.90561,0.89182,0.89227,4718320.3759,0
2022-05-05 10:00:00,0.89235,0.8997,0.88339,0.88521,3889792.7685,0
2022-05-05 12:00:00,0.8852,0.88599,0.86172,0.8635,5533961.2759,0
2022-05-05 14:00:00,0.86363,0.87778,0.86033,0.87405,3482847.0382,0
